Timestamp,Annotator #1 Code,Annotator #2 Code,Story Code,Story Name,Plot Summary (25-50 words),Author Code,Second author code (if applicable),In what order are the investigation and reveal portions provided?,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,"More Than Two Detectives? (If yes, enter total number)",Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,"More Than Two Assistants? (If yes, enter total number)",Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Are one or more culprits introduced into the story only during the reveal?,The main culprit,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,The story's main action focuses on a,When do(es) the crime(s)/mystery being investigated occur?,Types of crimes or quasi-crimes present in story,Motives,Means (murder only),Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Did either annotator personally correctly guess the solution to the crime before the reveal?,Types of clues,What is the essential clue in the story (if present)?,Of what type is the essential clue (if present)?,What is the most salient clue in the story (if clues are present)?,Of what type is the most salient clue (if clues are present)?,Describe the main red herring (if present),Of what type is the main red herring (if present)?,Presence of planted or fabricated evidence,Types of evidence made available in the story,Is the crime solved?,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,How satisfying is this story as a piece of detective fiction?,Would you recommend this story to a friend?,"Upload plain text file here, named as [STORY CODE].txt",Crime trajectory,"What is the ""reveal border"" sentence?"
2021-08-04T13:33:12Z,SO,CC,TSOTR15,The Ruse That Succeeded,A  detective is appointed by a special office colonel with the task of preventing an official informant from being arrested by Russian agents! This requires a ruse like no other to allow the informant to flee!,VW,NA,Other,Brett,Male,Unclear,NA,NA,NA,NA,_unknown,Male,Unclear,NA,NA,NA,NA,0,0,,,,1,0,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Quasi-crime,"Before the investigation, During the investigation",Theft,NA,NA,NA,NA,NA,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The gimlet,Physical clue,The gimlet,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,2,No,https://drive.google.com/open?id=16rcB1muWrMdQLgq_Dz1JvcwpNe2Ejwjh,Qrime → same qrime,NA
2021-08-04T14:17:13Z,SO,CC,IZ02,Cheating the Gallows,"Two childhood best friends who appear to be polar opposites live together, but lead separate lives. When one of them is about to be engaged with a young woman, he suddenly goes missing, and the woman finds comfort in his old friend, and they become engaged; however, things are not as they seem, when information appears to her in her dreams!",IZ,NA,Standard,_None,Unknown,Unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,,,,1,0,0,0,No,Acts alone,Unclear/not specified,"Police are present but with no role, or only a minor role, in helping solve the crime",Quasi-crime,"Before the investigation, During the investigation","Suspected murder, Theft, Fraud",Greed,"Asphyxiation, Suicide",Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The fact that Clara fell in love with both individuals,Testimonial clue,The men never being in the same place at the same time,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,https://drive.google.com/open?id=15Y7tEF1zMeLSSjeFNnDp3sTlMEEbbubx,No qrime → qrime,When you all read this I shall be dead and laughing at you.
2021-08-13T15:27:42Z,SO,CC,TEV01,The Mystery of the Five Hundred Diamonds,"The French government discovers a set of jewels once thought to be lost. However, their auction (possibly to subsidize their budget for the year?) goes lopsided when an American duo intervene! Can Detective Eugène Valmont overcome the incompetence of his fellow officers to solve this case?",RB,NA,Standard,Eugène Valmont,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,,,,2,0,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,During the investigation,"Theft, Fraud, Bribery, Assault, Forgery","Greed, Pride",NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The secret exit that the culprit used to escape,Testimonial clue,The suspicious purchasing behaviour by the bidders,Testimonial clue,NA,NA,Planted,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1gYO-4S_Y1GP2-BXNbAqCpxvt_wVh4kiI,Qrime → same qrime,"DEAR SIR,--On my arrival in New York by the English steamer _Lucania_, I was much amused to read in the papers accounts of the exploits of detectives, French and English."
2021-08-13T16:26:30Z,SO,CC,TEV03,The Clue of the Silver Spoons,"Mr. Gibbs is the scion of a pickle manufacturer. But such a scion finds himself losing a significant amount of cash after hosting a dinner party. Is the culprit Lionel Dacre, a guest who is strapped for cash?",RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,Lionel Dacre,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,Theft,Insanity,NA,Yes,No,No,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The testimony regarding the silver spoons,Testimonial clue,The story of the silver spoons,Testimonial clue,Dacre’s financial situation,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=15G4gacgLH6KlX3IzqJE4F_8APImXQI2R,Qrime → same qrime,"Excellent! excellent, monsieur! that is very nearly what occurred, except that I acted at once."
2021-08-13T16:32:17Z,SO,CC,TEV04,Lord Chizelrigg's Missing Fortune,An eccentric uncle puts a fortune in the family library for his nephew to find (because leaving behind a mansion wasn’t enough). The treasure hunt is on!,RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Quasi-crime,Before the investigation,Fraud,Greed,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The wallpaper being redone,Testimonial clue,The letter from Lord chizelrigg,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1466rfKs1p51NdIufcHMCFl_lvRWiPUmi,No qrime → no qrime,"After breakfast, I strolled somewhat aimlessly into the library, whose floor was now strewn merely with brown wrapping paper, bits of string, and all that."
2021-08-16T13:19:16Z,CC,MAL,UAMM01,The Doomdorf Mystery,"When a man named Doomdorf is found dead, many claim to have murdered him, but the circumstances that have surrounded his death are everything but normal! (TW: racism)",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,NA,NA,Unclear/not specified,Police are not present,Crime,Before the investigation,"Suspected murder, Mischief, Breaking and entering, Trafficking","Greed, Revenge",Accident,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The time of death from the watch providing an alibi for the only two suspects,Physical clue,The room not having been entered,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1L3flsHzJaO-bWhOR_SFZKRz1ORQh2AgC,Qrime → no qrime,When day broke they dug a grave and buried the dead man against the mountain among his peach trees.
2021-08-16T13:32:22Z,CC,MAL,UAMM02,The Wrong Hand,"A man is distraught after his brother is found dead. In the past, many have suspected them to have bad blood, but all that is found is a bloody handprint. When a will surfaces, leaving everything to the surviving brother, more investigation is required!  Did he return from the mountains out of love, or does the will suggest something else? (TW: Suicide)",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Elnathan Stone,Male,Unclear,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Fraud, Blackmail, Forgery",Greed,"Knife/sword, Suicide",Yes,No,No,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The bloody handprint,Physical clue,The will of the brother not including his own children,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,https://drive.google.com/open?id=1Dq3RZW3U0-W3kCDcD8oOz02NGDHzWW5O,No qrime → qrime,He seized the will and the envelope that Gaul had brought from his secretary and held them out before him.
2021-08-16T13:46:50Z,CC,MAL,UAMM03,The Angel of the Lord,"Detective Abner’s nephew is sent with money to pay for their cattle, but the man he encounters is all but innocent, when a tale of death unravels and he is caught up in the crossfire.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,,,,1,0,0,2,Yes,Acts mostly alone with some assistance,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Theft",Greed,Firearm,No,No,No,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The broken moss on the edge of the stones,Physical clue,The relationship between Alkire and dix,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,2,No,https://drive.google.com/open?id=14VnM6ZtkQra8Gzx5F0qs1kIZervLXNkt,No qrime → qrime,"""Sit down!"" he said; and it was in that deep, level voice that Abner used when he was standing close behind his words."
2021-08-16T14:00:24Z,CC,MAL,UAMM04,An Act of God,"The County Fair endures a grim end when a performer’s knife throwing accidentally slices a deaf man like a fruit. Though a man of dubious character, Abner meant to speak with him about the letter he didn’t believe he wrote.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Forgery","Greed, Love",Knife/sword,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The writing of the letter indicating that whoever wrote it could hear,Testimonial clue,The letter being investigated as a forgery,Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=1ZVIJUtntdSQdG2iMEg9fv_FqPHb2f4tc,No qrime → qrime,"""I have found out something about this one."""
2021-08-17T12:18:16Z,SO,CC,TEV02_02,The Siamese Twin of a Bomb-Thrower (Part II),"After Valmont is fired from the French police department, he makes ends meet as a private contractor. Learning of an anglo-French anarchist plot, can Valmont save the king of England?",RB,NA,Other,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,,,,1,0,0,0,No,Acts on behalf of a crime syndicate,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Mischief, Breaking and entering","Ideology, Insanity",NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",NA,NA,The anarchist plot,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,1,No,https://drive.google.com/open?id=1wZz7bIY2jonXY8Ep57xiYqe0ESw7K52g,Qrime → same qrime,NA
2021-08-17T12:32:50Z,SO,CC,TEV02_01,The Siamese Twin of a Bomb-Thrower (Part I),A murder in a park soon leads detective Eugene Velmont on an undercover plot among anarchists who plan to bomb the French!,RB,NA,Other,Eugène Valmont,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,,,,1,0,0,0,No,Acts alone,Unclear/not specified,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation",Murder,NA,Knife/sword,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",NA,NA,The blue mark on the victim,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",No,No,No,1,No,https://drive.google.com/open?id=1c-_Nlw7tZhMPhIhhWCDNrVXMj7Cwrw9U,Qrime → same qrime,NA
2021-08-18T12:18:14Z,SO,MAL,TEV05,The Absent-Minded Coterie,"The acclaimed Scotland Yard is faced with a problem of forgers stealing and minting their own silver coinage. Faced with criminal procedure requirements and the rights of citizens, they instead subcontract the investigation to Eugene Valmont. But is there less to the crime than it first appears?",RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,Spenser Hale,Male,Independent professional (agency),Podger,Male,Independent professional (agency),NA,1,0,,,,6,0,0,0,Yes,Acts mostly alone with some assistance,The assistant(s),"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Theft, Fraud",Greed,NA,Yes,No,No,"Illegible and never usable (illegible → never usable), Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The Christian pamphlet on absent-mindedness,Physical clue,Ledger of previous clients/ info,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=19x3qauxaZ6DRZsAN60K-soNbLMmT0ZHt,Qrime → different qrime,"Really, you know,' he said, 'that is rather a capital scheme."
2021-08-18T12:34:45Z,SO,MAL,TEV06,The Ghost with the Club-Foot,"When a distraught woman recounts the blackmail and loss of her husband at the hands of his upper-class family, Eugène Valmont suspects there are more than ghosts haunting the former estate. Will Valmont exorcise this ghost? What other crimes haunt this place?",RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,,,,3,0,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Assault, Kidnapping","Pride, Self-defence","Natural causes, Accident, Blunt force trauma",Yes,Yes,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The Butler wearing slippers that fit the stairs,Physical clue,Noises from the 'ghost' and him calling his wife,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,https://drive.google.com/open?id=1ve-sicJCSzjXDImQ93yKIQyiyVsEs1Am,Qrime → same qrime,"Is that you at last, you beast of a butler? Bring me something to eat, in Heaven's name!'"
2021-08-18T12:54:53Z,SO,MAL,TEV08,Lady Alicia's Emeralds,"After two months of police faffing about, Lady Alicia’s emeralds are still missing: the insurance of her marriage to a man with millions. Is this a case of greed, or love? Can Valmont recover the emeralds before it’s too late?",RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,Theft,"Greed, Love",NA,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",John Haddon's suspiciously late arrival to the ball,Testimonial clue,Haddon's letter proposing the marriage,Physical clue,NA,NA,NA,NA,Yes,Yes,Yes,3,No,https://drive.google.com/open?id=1NZAADU8_IUaxcmxD4kEfx_NYPADPjoXC,Qrime → no qrime,"Tenderly the young man unfastened something at the throat of that high-necked dress of hers, then there was a snap, and he drew out an amazing, dazzling, shimmering sheen of green, that seemed to turn the whole bleak December landscape verdant as with a touch of spring."
2021-08-18T13:16:16Z,SO,MAL,TEV07,The Liberation of Wyoming Ed,"Eugene Valmont is met with a client who has an unusual request: bribe the guards of a prison ship to save his wrongfully accused son. Though he declines this request, Valment takes up the case involving a great train robbery. But are the culprits who they say they are?",RB,NA,Standard,Eugène Valmont,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,,,,3,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail, Bribery, Breaking and entering","Greed, Self-defence","Firearm, Natural causes",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Evidence of blackmail confirming the third party is the culprit,Testimonial clue,The mistaken identity of the 'son',Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=1hLek3_CyfN6ZObu1NQnsy6Z1IwxnQiPY,Qrime → different qrime,The convict had been looking from one to the other of us during this colloquy. Suddenly he drew his chair up closer to the table.
2021-08-21T11:20:49Z,SK,SO,UAMM15,The Concealed Path,"Old MacPherson is an alcoholic and suffers from Cassandra’s Curse. After hearing news Margaret McDonald wishes to marry Campbelll of Glen Lion, MacPherson has visions of a dove and a raven. Though brought in as a witness to the wedding of Campbell and Margaret, can Uncle Abner make sense of these otherworldly visions?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Rufus,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,Before the investigation,"Murder, Fraud",Greed,Firearm,No,No,No,"Legible but not usable (legible → not usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The state of the pasture,Physical clue,Eliott's role as the driver and Campbell's seat in the passenger side,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,1,No,https://drive.google.com/open?id=1NuomhiQkX4oYr4xADd4u-fCIvxa8gdOH,No qrime → qrime,"Campbell,"" he said, ""as I rode the trail on your cattle range, in the mountains, this morning, a bit of white thing caught my eye."
2021-08-21T11:36:49Z,SK,SO,UAMM16,The Edge of the Shadow,"(Slavery) A Yankee abolitionist is found dead on a slave plantation from his host’s southern hospitality – offering a duel for listening to this ‘manic ramblings’. While the host confesses to the crime, is he really the killer?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts alone,Unclear/not specified,Police are not present,Crime,Before the investigation,"Murder, Theft, Fraud, Breaking and entering","Ideology, Pride","Firearm, Accident",Yes,Yes,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Woman's injured hand,Physical clue,Bullet wound on victim,Physical clue,Mansfield's confession,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,https://drive.google.com/open?id=1XOfc3CzAe1SfqX9NeOP9hXlvv0RuXf8A,Qrime → same qrime,"“I disbelieve it, Randolph,” replied my uncle, “for the convincing reason that I know who killed him.”"
2021-08-21T11:51:43Z,SK,SO,UAMM17,The Adopted Daughter,"When the sole heir of multiple properties and the guardian of a mysterious girl is suddenly found dead, foul play is immediately suspected. However, to everyone’s surprise, there remains no evidence on his body of murder; instead, a string of the heart has snapped. However, Uncle Abner disagrees with this death. If not by the Providence of God as others agree, how did this man die?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Storm,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,Murder,"Greed, Pride",Firearm,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The signaling by the girl to the chessboard,Physical clue,The beheaded pawn,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1D6M6xp-x4NmosFVolq7MqN7SidnZWAMR,Qrime → same qrime,"He paused, and mocked the tragedy of actors."
2021-08-21T12:04:46Z,SK,SO,UAMM18,Naboth's Vineyard,"(Sexism) Elihu Marsh is a rich man shot in his house. The prime suspect is Taylor, who hid a loaded rifle in the chimney. But through the investigation, Marsh’s bread-baking-neighbor confesses to poisoning then shooting Marsh! Who is the real killer?",MDP,NA,Other,Abner,Male,Independent amateur,NA,NA,NA,NA,Storm,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,1,0,0,0,No,Acts alone,Unclear/not specified,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation",Murder,Greed,Firearm,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The key of Simon's watch,Physical clue,The body of the victim,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=12eQiVVf2-Cn39cM4kk5qQ_DIKma7h39r,Qrime → same qrime,"""I challenge the confession!"" he said."
2021-08-21T13:21:03Z,SK,MAL,UAMM10,The Devil’s Tools,"(Racism) Betty Randolph is in the uppermost heights of her happiness; with her long-awaited marriage finally approved and her fiancé’s debt absolved, it’s unexpected when she suddenly appears crying in search for Uncle Abner’s help. Her family heirlooms are suddenly gone! Worth five thousand dollars, the girl’s precious emeralds have suddenly disappeared and to make matters worse, her most trusted nanny is the top suspect? Are the suspicions true? Or, otherwise, what’s really happening?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,0,1,,,,0,1,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Theft, Fraud","Greed, Love",NA,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The essential clue is that the cross was left behind,Physical clue,Edward Duncan's debt being alleviated as a requirement of their marriage,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=17OldocU7EJ0uZcaRtSXeB_8-_RSavIeS,Qrime → no qrime,"""Bearing this in mind,"" he said, ""let us analyze the indicatory circumstances.”"
2021-08-21T13:32:59Z,SK,MAL,UAMM11,The Hidden Law,"A wealthy old man is seemingly robbed while sleeping but he swears nobody came in or left the house. Though he suspects his own family, old folklore and wax found at the scene leads the crew to suspect witches may be at the head of this peculiar robbery.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,0,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,Before the investigation,"Theft, Breaking and entering","Greed, Love",NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- newly usable clue (illegible → usable)",The cap being removed off the beehives,Physical clue,Father's strained relationship with children and their lack of income,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1_W0RJH2mxTvk-AQNUebySL7yrsaKeBXN,Qrime → same qrime,"""Abner,"" he said, ""what is the answer to this damned riddle?"""
2021-08-21T13:50:53Z,SK,MAL,UAMM12,The Riddle,"Christian Lance has been killed. Found bound to chair and straining forward, the dead body is discovered in his empty house. However, the mystery is not his death but moreso, what happened to Christian’s money? A mysterious message from beyond the grave tells them to 'look in the cow.'",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,2,0,0,0,No,Acts together with one or more equal partners,Unclear/not specified,Police are not present,Crime,Before the investigation,"Murder, Theft, Blackmail, Assault, Breaking and entering",Greed,Blunt force trauma,No,No,No,"Illegible and never usable (illegible → never usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The tallow on the coins,Physical clue,The message left from Christian saying to 'look in the cow',Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1_3p0wqJK7uYfV5vvVBlBIwP-N9tVUpmt,Qrime → same qrime,"You are right, Abner,” he said, “it is Christian’s gold, and this tale a lie."""
2021-08-21T14:02:34Z,SK,MAL,UAMM13,The Straw Man,"(Racism) An unlocked safe is suddenly broken into, leaving behind a stabbed old man. With blood-stained fingerprints on the wall and and an inheritance at hand, Uncle Abner delves into this case to find the elusive person behind these affairs.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Theft, Fraud, Assault",Greed,Knife/sword,Yes,No,Yes,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The left-handedness of the culprit,Physical clue,The fingerprints on the wall,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,https://drive.google.com/open?id=1LY7jJ7_YX_QEGCvyN4ATAAr59t0rVUS6,Qrime → same qrime,"“Who, then, was the more likely to break it open as evidence of a presumptive robbery?"""
2021-08-21T14:17:59Z,SK,MAL,UAMM14,The Mystery of Chance,"Was it by chance or on purpose? This is the question of the sudden fire that takes over Mr. Byrd’s office fire. A carpenter apparently left shavings and some candles at the scene, explaining the event. However, as Uncle Abner delves deeper into the case, discovering lit matches and a half-burned cigar, we find that matters may be far different than they seem.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,0,0,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,Before the investigation,"Fraud, Mischief",Greed,NA,No,No,No,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The light from the keyhole,Physical clue,The suspicious behaviour of the culprit when talking about the fire,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,https://drive.google.com/open?id=1t705RCp4Etg8fAFrKrEw5pdedxGZMKB0,No qrime → qrime,"“Not you, Byrd, who, as you tell me, are neither good nor Christian, but these men, who are, would have settled for this loss. Is it the truth—eh, Mr. Evlyn Byrd?”"
2021-08-23T12:18:53Z,SO,MAL,UAMM05,The Treasure Hunter,"Seemingly from beyond the grave, Dabney comes home after twenty years missing. His own father gone and his brother Charlie now heir to their inheritance, the family is back together- until Dabney seems to be dead for real, and a dark message assures that Charlie could be next.",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Martin,Male,Independent amateur,NA,NA,NA,NA,2,0,,,,2,0,0,0,No,Acts alone,Unclear/not specified,Police are not present,Crime,"Before the investigation, During the investigation","Suspected murder, Theft, Fraud, Blackmail, Assault, Kidnapping","Greed, Jealousy",NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- newly usable clue (illegible → usable)",Dabney refusing to share the estate,Testimonial clue,The beheaded dog who didn't struggle,Physical clue,"Dabney's ""kidnapping"" alongside a threatening letter",Physical clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,https://drive.google.com/open?id=17Mh9WloTNCwOShqJAnQm283Zggjjt5fP,No qrime → qrime,"At the sound a big, gaunt figure, asleep on the floor, sprang up."
